title,authors,published,summary,url
Influence-oriented Personalized Federated Learning,"Yue Tan, Guodong Long, Jing Jiang, Chengqi Zhang",2024-10-04,"Traditional federated learning (FL) methods often rely on fixed weighting for
parameter aggregation, neglecting the mutual influence by others. Hence, their
effectiveness in heterogeneous data contexts is limited. To address this
problem, we propose an influence-oriented federated learning framework, namely
FedC^2I, which quantitatively measures Client-level and Class-level Influence
to realize adaptive parameter aggregation for each client. Our core idea is to
explicitly model the inter-client influence within an FL system via the
well-crafted influence vector and influence matrix. The influence vector
quantifies client-level influence, enables clients to selectively acquire
knowledge from others, and guides the aggregation of feature representation
layers. Meanwhile, the influence matrix captures class-level influence in a
more fine-grained manner to achieve personalized classifier aggregation. We
evaluate the performance of FedC^2I against existing federated learning methods
under non-IID settings and the results demonstrate the superiority of our
method.",http://arxiv.org/pdf/2410.03315v1
Comparing zero-shot self-explanations with human rationales in multilingual text classification,"Stephanie Brandl, Oliver Eberle",2024-10-04,"Instruction-tuned LLMs are able to provide an explanation about their output
to users by generating self-explanations that do not require gradient
computations or the application of possibly complex XAI methods. In this paper,
we analyse whether this ability results in a good explanation by evaluating
self-explanations in the form of input rationales with respect to their
plausibility to humans as well as their faithfulness to models. For this, we
apply two text classification tasks: sentiment classification and forced labour
detection. Next to English, we further include Danish and Italian translations
of the sentiment classification task and compare self-explanations to human
annotations for all samples. To allow for direct comparisons, we also compute
post-hoc feature attribution, i.e., layer-wise relevance propagation (LRP) and
apply this pipeline to 4 LLMs (Llama2, Llama3, Mistral and Mixtral). Our
results show that self-explanations align more closely with human annotations
compared to LRP, while maintaining a comparable level of faithfulness.",http://arxiv.org/pdf/2410.03296v1
Five Years of COVID-19 Discourse on Instagram: A Labeled Instagram Dataset of Over Half a Million Posts for Multilingual Sentiment Analysis,Nirmalya Thakur,2024-10-04,"The work presented in this paper makes three scientific contributions with a
specific focus on mining and analysis of COVID-19-related posts on Instagram.
First, it presents a multilingual dataset of 500,153 Instagram posts about
COVID-19 published between January 2020 and September 2024. This dataset,
available at https://dx.doi.org/10.21227/d46p-v480, contains Instagram posts in
161 different languages as well as 535,021 distinct hashtags. After the
development of this dataset, multilingual sentiment analysis was performed,
which involved classifying each post as positive, negative, or neutral. The
results of sentiment analysis are presented as a separate attribute in this
dataset. Second, it presents the results of performing sentiment analysis per
year from 2020 to 2024. The findings revealed the trends in sentiment related
to COVID-19 on Instagram since the beginning of the pandemic. For instance,
between 2020 and 2024, the sentiment trends show a notable shift, with positive
sentiment decreasing from 38.35% to 28.69%, while neutral sentiment rising from
44.19% to 58.34%. Finally, the paper also presents findings of
language-specific sentiment analysis. This analysis highlighted similar and
contrasting trends of sentiment across posts published in different languages
on Instagram. For instance, out of all English posts, 49.68% were positive,
14.84% were negative, and 35.48% were neutral. In contrast, among Hindi posts,
4.40% were positive, 57.04% were negative, and 38.56% were neutral, reflecting
distinct differences in the sentiment distribution between these two languages.",http://arxiv.org/pdf/2410.03293v1
Enhanced Transformer architecture for in-context learning of dynamical systems,"Matteo Rufolo, Dario Piga, Gabriele Maroni, Marco Forgione",2024-10-04,"Recently introduced by some of the authors, the in-context identification
paradigm aims at estimating, offline and based on synthetic data, a meta-model
that describes the behavior of a whole class of systems. Once trained, this
meta-model is fed with an observed input/output sequence (context) generated by
a real system to predict its behavior in a zero-shot learning fashion. In this
paper, we enhance the original meta-modeling framework through three key
innovations: by formulating the learning task within a probabilistic framework;
by managing non-contiguous context and query windows; and by adopting recurrent
patching to effectively handle long context sequences. The efficacy of these
modifications is demonstrated through a numerical example focusing on the
Wiener-Hammerstein system class, highlighting the model's enhanced performance
and scalability.",http://arxiv.org/pdf/2410.03291v1
Grounded-VideoLLM: Sharpening Fine-grained Temporal Grounding in Video Large Language Models,"Haibo Wang, Zhiyang Xu, Yu Cheng, Shizhe Diao, Yufan Zhou, Yixin Cao, Qifan Wang, Weifeng Ge, Lifu Huang",2024-10-04,"Video Large Language Models (Video-LLMs) have demonstrated remarkable
capabilities in coarse-grained video understanding, however, they struggle with
fine-grained temporal grounding. In this paper, we introduce Grounded-VideoLLM,
a novel Video-LLM adept at perceiving and reasoning over specific video moments
in a fine-grained manner. We identify that current Video-LLMs have limitations
for fine-grained video understanding since they lack effective temporal
modeling and timestamp representation. In light of this, we sharpen our model
by incorporating (1) an additional temporal stream to encode the relationships
between frames and (2) discrete temporal tokens enriched with specific time
knowledge to represent timestamps. To optimize the training of
Grounded-VideoLLM, we employ a multi-stage training scheme, beginning with
simple video-captioning tasks and progressively introducing video temporal
grounding tasks of increasing complexity. To further enhance
Grounded-VideoLLM's temporal reasoning capability, we also curate a grounded
VideoQA dataset by an automatic annotation pipeline. Extensive experiments
demonstrate that Grounded-VideoLLM not only excels in fine-grained grounding
tasks such as temporal sentence grounding, dense video captioning, and grounded
VideoQA, but also shows great potential as a versatile video assistant for
general video understanding.",http://arxiv.org/pdf/2410.03290v1
Manikin-Recorded Cardiopulmonary Sounds Dataset Using Digital Stethoscope,"Yasaman Torabi, Shahram Shirani, James P. Reilly",2024-10-04,"Heart and lung sounds are crucial for healthcare monitoring. Recent
improvements in stethoscope technology have made it possible to capture patient
sounds with enhanced precision. In this dataset, we used a digital stethoscope
to capture both heart and lung sounds, including individual and mixed
recordings. To our knowledge, this is the first dataset to offer both separate
and mixed cardiorespiratory sounds. The recordings were collected from a
clinical manikin, a patient simulator designed to replicate human physiological
conditions, generating clean heart and lung sounds at different body locations.
This dataset includes both normal sounds and various abnormalities (i.e.,
murmur, atrial fibrillation, tachycardia, atrioventricular block, third and
fourth heart sound, wheezing, crackles, rhonchi, pleural rub, and gurgling
sounds). The dataset includes audio recordings of chest examinations performed
at different anatomical locations, as determined by specialist nurses. Each
recording has been enhanced using frequency filters to highlight specific sound
types. This dataset is useful for applications in artificial intelligence, such
as automated cardiopulmonary disease detection, sound classification,
unsupervised separation techniques, and deep learning algorithms related to
audio signal processing.",http://arxiv.org/pdf/2410.03280v1
Test-time Adaptation for Regression by Subspace Alignment,"Kazuki Adachi, Shin'ya Yamaguchi, Atsutoshi Kumagai, Tomoki Hamagami",2024-10-04,"This paper investigates test-time adaptation (TTA) for regression, where a
regression model pre-trained in a source domain is adapted to an unknown target
distribution with unlabeled target data. Although regression is one of the
fundamental tasks in machine learning, most of the existing TTA methods have
classification-specific designs, which assume that models output
class-categorical predictions, whereas regression models typically output only
single scalar values. To enable TTA for regression, we adopt a feature
alignment approach, which aligns the feature distributions between the source
and target domains to mitigate the domain gap. However, we found that naive
feature alignment employed in existing TTA methods for classification is
ineffective or even worse for regression because the features are distributed
in a small subspace and many of the raw feature dimensions have little
significance to the output. For an effective feature alignment in TTA for
regression, we propose Significant-subspace Alignment (SSA). SSA consists of
two components: subspace detection and dimension weighting. Subspace detection
finds the feature subspace that is representative and significant to the
output. Then, the feature alignment is performed in the subspace during TTA.
Meanwhile, dimension weighting raises the importance of the dimensions of the
feature subspace that have greater significance to the output. We
experimentally show that SSA outperforms various baselines on real-world
datasets.",http://arxiv.org/pdf/2410.03263v1
Towards a Benchmark for Large Language Models for Business Process Management Tasks,"Kiran Busch, Henrik Leopold",2024-10-04,"An increasing number of organizations are deploying Large Language Models
(LLMs) for a wide range of tasks. Despite their general utility, LLMs are prone
to errors, ranging from inaccuracies to hallucinations. To objectively assess
the capabilities of existing LLMs, performance benchmarks are conducted.
However, these benchmarks often do not translate to more specific real-world
tasks. This paper addresses the gap in benchmarking LLM performance in the
Business Process Management (BPM) domain. Currently, no BPM-specific benchmarks
exist, creating uncertainty about the suitability of different LLMs for BPM
tasks. This paper systematically compares LLM performance on four BPM tasks
focusing on small open-source models. The analysis aims to identify
task-specific performance variations, compare the effectiveness of open-source
versus commercial models, and assess the impact of model size on BPM task
performance. This paper provides insights into the practical applications of
LLMs in BPM, guiding organizations in selecting appropriate models for their
specific needs.",http://arxiv.org/pdf/2410.03255v1
How much can we forget about Data Contamination?,"Sebastian Bordt, Suraj Srinivas, Valentyn Boreiko, Ulrike von Luxburg",2024-10-04,"The leakage of benchmark data into the training data has emerged as a
significant challenge for evaluating the capabilities of large language models
(LLMs). In this work, we use experimental evidence and theoretical estimates to
challenge the common assumption that small-scale contamination renders
benchmark evaluations invalid. First, we experimentally quantify the magnitude
of benchmark overfitting based on scaling along three dimensions: The number of
model parameters (up to 1.6B), the number of times an example is seen (up to
144), and the number of training tokens (up to 40B). We find that if model and
data follow the Chinchilla scaling laws, minor contamination indeed leads to
overfitting. At the same time, even 144 times of contamination can be forgotten
if the training data is scaled beyond five times Chinchilla, a regime
characteristic of many modern LLMs. We then derive a simple theory of example
forgetting via cumulative weight decay. It allows us to bound the number of
gradient steps required to forget past data for any training run where we know
the hyperparameters of AdamW. This indicates that many LLMs, including Llama 3,
have forgotten the data seen at the beginning of training. Experimentally, we
demonstrate that forgetting occurs faster than what is predicted by our bounds.
Taken together, our results suggest that moderate amounts of contamination can
be forgotten at the end of realistically scaled training runs.",http://arxiv.org/pdf/2410.03249v1
Latent Action Priors From a Single Gait Cycle Demonstration for Online Imitation Learning,"Oliver Hausdörfer, Alexander von Rohr, Éric Lefort, Angela Schoellig",2024-10-04,"Deep Reinforcement Learning (DRL) in simulation often results in brittle and
unrealistic learning outcomes. To push the agent towards more desirable
solutions, prior information can be injected in the learning process through,
for instance, reward shaping, expert data, or motion primitives. We propose an
additional inductive bias for robot learning: latent actions learned from
expert demonstration as priors in the action space. We show that these action
priors can be learned from only a single open-loop gait cycle using a simple
autoencoder. Using these latent action priors combined with established style
rewards for imitation in DRL achieves above expert demonstration level of
performance and leads to more desirable gaits. Further, action priors
substantially improve the performance on transfer tasks, even leading to gait
transitions for higher target speeds. Videos and code are available at
https://sites.google.com/view/latent-action-priors.",http://arxiv.org/pdf/2410.03246v1
Enriching Ontologies with Disjointness Axioms using Large Language Models,"Elias Crum, Antonio De Santis, Manon Ovide, Jiaxin Pan, Alessia Pisu, Nicolas Lazzari, Sebastian Rudolph",2024-10-04,"Ontologies often lack explicit disjointness declarations between classes,
despite their usefulness for sophisticated reasoning and consistency checking
in Knowledge Graphs. In this study, we explore the potential of Large Language
Models (LLMs) to enrich ontologies by identifying and asserting class
disjointness axioms. Our approach aims at leveraging the implicit knowledge
embedded in LLMs, using prompt engineering to elicit this knowledge for
classifying ontological disjointness. We validate our methodology on the
DBpedia ontology, focusing on open-source LLMs. Our findings suggest that LLMs,
when guided by effective prompt strategies, can reliably identify disjoint
class relationships, thus streamlining the process of ontology completion
without extensive manual input. For comprehensive disjointness enrichment, we
propose a process that takes logical relationships between disjointness and
subclass statements into account in order to maintain satisfiability and reduce
the number of calls to the LLM. This work provides a foundation for future
applications of LLMs in automated ontology enhancement and offers insights into
optimizing LLM performance through strategic prompt design. Our code is
publicly available on GitHub at https://github.com/n28div/llm-disjointness.",http://arxiv.org/pdf/2410.03235v1
AutoPenBench: Benchmarking Generative Agents for Penetration Testing,"Luca Gioacchini, Marco Mellia, Idilio Drago, Alexander Delsanto, Giuseppe Siracusano, Roberto Bifulco",2024-10-04,"Generative AI agents, software systems powered by Large Language Models
(LLMs), are emerging as a promising approach to automate cybersecurity tasks.
Among the others, penetration testing is a challenging field due to the task
complexity and the diverse strategies to simulate cyber-attacks. Despite
growing interest and initial studies in automating penetration testing with
generative agents, there remains a significant gap in the form of a
comprehensive and standard framework for their evaluation and development. This
paper introduces AutoPenBench, an open benchmark for evaluating generative
agents in automated penetration testing. We present a comprehensive framework
that includes 33 tasks, each representing a vulnerable system that the agent
has to attack. Tasks are of increasing difficulty levels, including in-vitro
and real-world scenarios. We assess the agent performance with generic and
specific milestones that allow us to compare results in a standardised manner
and understand the limits of the agent under test. We show the benefits of
AutoPenBench by testing two agent architectures: a fully autonomous and a
semi-autonomous supporting human interaction. We compare their performance and
limitations. For example, the fully autonomous agent performs unsatisfactorily
achieving a 21% Success Rate (SR) across the benchmark, solving 27% of the
simple tasks and only one real-world task. In contrast, the assisted agent
demonstrates substantial improvements, with 64% of SR. AutoPenBench allows us
also to observe how different LLMs like GPT-4o or OpenAI o1 impact the ability
of the agents to complete the tasks. We believe that our benchmark fills the
gap with a standard and flexible framework to compare penetration testing
agents on a common ground. We hope to extend AutoPenBench along with the
research community by making it available under
https://github.com/lucagioacchini/auto-pen-bench.",http://arxiv.org/pdf/2410.03225v1
ScriptViz: A Visualization Tool to Aid Scriptwriting based on a Large Movie Database,"Anyi Rao, Jean-Peïc Chou, Maneesh Agrawala",2024-10-04,"Scriptwriters usually rely on their mental visualization to create a vivid
story by using their imagination to see, feel, and experience the scenes they
are writing. Besides mental visualization, they often refer to existing images
or scenes in movies and analyze the visual elements to create a certain mood or
atmosphere. In this paper, we develop ScriptViz to provide external
visualization based on a large movie database for the screenwriting process. It
retrieves reference visuals on the fly based on scripts' text and dialogue from
a large movie database. The tool provides two types of control on visual
elements that enable writers to 1) see exactly what they want with fixed visual
elements and 2) see variances in uncertain elements. User evaluation among 15
scriptwriters shows that ScriptViz is able to present scriptwriters with
consistent yet diverse visual possibilities, aligning closely with their
scripts and helping their creation.",http://arxiv.org/pdf/2410.03224v1
"A Tutorial on the Design, Experimentation and Application of Metaheuristic Algorithms to Real-World Optimization Problems","Eneko Osaba, Esther Villar-Rodriguez, Javier Del Ser, Antonio J. Nebro, Daniel Molina, Antonio LaTorre, Ponnuthurai N. Suganthan, Carlos A. Coello Coello, Francisco Herrera",2024-10-04,"In the last few years, the formulation of real-world optimization problems
and their efficient solution via metaheuristic algorithms has been a catalyst
for a myriad of research studies. In spite of decades of historical
advancements on the design and use of metaheuristics, large difficulties still
remain in regards to the understandability, algorithmic design uprightness, and
performance verifiability of new technical achievements. A clear example stems
from the scarce replicability of works dealing with metaheuristics used for
optimization, which is often infeasible due to ambiguity and lack of detail in
the presentation of the methods to be reproduced. Additionally, in many cases,
there is a questionable statistical significance of their reported results.
This work aims at providing the audience with a proposal of good practices
which should be embraced when conducting studies about metaheuristics methods
used for optimization in order to provide scientific rigor, value and
transparency. To this end, we introduce a step by step methodology covering
every research phase that should be followed when addressing this scientific
field. Specifically, frequently overlooked yet crucial aspects and useful
recommendations will be discussed in regards to the formulation of the problem,
solution encoding, implementation of search operators, evaluation metrics,
design of experiments, and considerations for real-world performance, among
others. Finally, we will outline important considerations, challenges, and
research directions for the success of newly developed optimization
metaheuristics in their deployment and operation over real-world application
environments.",http://arxiv.org/pdf/2410.03205v1
MultiVerse: Efficient and Expressive Zero-Shot Multi-Task Text-to-Speech,"Taejun Bak, Youngsik Eom, SeungJae Choi, Young-Sun Joo",2024-10-04,"Text-to-speech (TTS) systems that scale up the amount of training data have
achieved significant improvements in zero-shot speech synthesis. However, these
systems have certain limitations: they require a large amount of training data,
which increases costs, and often overlook prosody similarity. To address these
issues, we propose MultiVerse, a zero-shot multi-task TTS system that is able
to perform TTS or speech style transfer in zero-shot and cross-lingual
conditions. MultiVerse requires much less training data than traditional
data-driven approaches. To ensure zero-shot performance even with limited data,
we leverage source-filter theory-based disentanglement, utilizing the prompt
for modeling filter-related and source-related representations. Additionally,
to further enhance prosody similarity, we adopt a prosody modeling approach
combining prompt-based autoregressive and non-autoregressive methods.
Evaluations demonstrate the remarkable zero-shot multi-task TTS performance of
MultiVerse and show that MultiVerse not only achieves zero-shot TTS performance
comparable to data-driven TTS systems with much less data, but also
significantly outperforms other zero-shot TTS systems trained with the same
small amount of data. In particular, our novel prosody modeling technique
significantly contributes to MultiVerse's ability to generate speech with high
prosody similarity to the given prompts. Our samples are available at
https://nc-ai.github.io/speech/publications/multiverse/index.html",http://arxiv.org/pdf/2410.03192v1
Looking into Concept Explanation Methods for Diabetic Retinopathy Classification,"Andrea M. Storås, Josefine V. Sundgaard",2024-10-04,"Diabetic retinopathy is a common complication of diabetes, and monitoring the
progression of retinal abnormalities using fundus imaging is crucial. Because
the images must be interpreted by a medical expert, it is infeasible to screen
all individuals with diabetes for diabetic retinopathy. Deep learning has shown
impressive results for automatic analysis and grading of fundus images. One
drawback is, however, the lack of interpretability, which hampers the
implementation of such systems in the clinic. Explainable artificial
intelligence methods can be applied to explain the deep neural networks.
Explanations based on concepts have shown to be intuitive for humans to
understand, but have not yet been explored in detail for diabetic retinopathy
grading. This work investigates and compares two concept-based explanation
techniques for explaining deep neural networks developed for automatic
diagnosis of diabetic retinopathy: Quantitative Testing with Concept Activation
Vectors and Concept Bottleneck Models. We found that both methods have
strengths and weaknesses, and choice of method should take the available data
and the end user's preferences into account.",http://arxiv.org/pdf/2410.03188v1
EXAQ: Exponent Aware Quantization For LLMs Acceleration,"Moran Shkolnik, Maxim Fishman, Brian Chmiel, Hilla Ben-Yaacov, Ron Banner, Kfir Yehuda Levy",2024-10-04,"Quantization has established itself as the primary approach for decreasing
the computational and storage expenses associated with Large Language Models
(LLMs) inference. The majority of current research emphasizes quantizing
weights and activations to enable low-bit general-matrix-multiply (GEMM)
operations, with the remaining non-linear operations executed at higher
precision. In our study, we discovered that following the application of these
techniques, the primary bottleneck in LLMs inference lies in the softmax layer.
The softmax operation comprises three phases: exponent calculation,
accumulation, and normalization, Our work focuses on optimizing the first two
phases. We propose an analytical approach to determine the optimal clipping
value for the input to the softmax function, enabling sub-4-bit quantization
for LLMs inference. This method accelerates the calculations of both $e^x$ and
$\sum(e^x)$ with minimal to no accuracy degradation. For example, in
LLaMA1-30B, we achieve baseline performance with 2-bit quantization on the
well-known ""Physical Interaction: Question Answering"" (PIQA) dataset
evaluation. This ultra-low bit quantization allows, for the first time, an
acceleration of approximately 4x in the accumulation phase. The combination of
accelerating both $e^x$ and $\sum(e^x)$ results in a 36.9% acceleration in the
softmax operation.",http://arxiv.org/pdf/2410.03185v1
Investigating and Mitigating Object Hallucinations in Pretrained Vision-Language (CLIP) Models,"Yufang Liu, Tao Ji, Changzhi Sun, Yuanbin Wu, Aimin Zhou",2024-10-04,"Large Vision-Language Models (LVLMs) have achieved impressive performance,
yet research has pointed out a serious issue with object hallucinations within
these models. However, there is no clear conclusion as to which part of the
model these hallucinations originate from. In this paper, we present an
in-depth investigation into the object hallucination problem specifically
within the CLIP model, which serves as the backbone for many state-of-the-art
vision-language systems. We unveil that even in isolation, the CLIP model is
prone to object hallucinations, suggesting that the hallucination problem is
not solely due to the interaction between vision and language modalities. To
address this, we propose a counterfactual data augmentation method by creating
negative samples with a variety of hallucination issues. We demonstrate that
our method can effectively mitigate object hallucinations for CLIP model, and
we show the the enhanced model can be employed as a visual encoder, effectively
alleviating the object hallucination issue in LVLMs.",http://arxiv.org/pdf/2410.03176v1
Adaptive Masking Enhances Visual Grounding,"Sen Jia, Lei Li",2024-10-04,"In recent years, zero-shot and few-shot learning in visual grounding have
garnered considerable attention, largely due to the success of large-scale
vision-language pre-training on expansive datasets such as LAION-5B and
DataComp-1B. However, the continuous expansion of these datasets presents
significant challenges, particularly with respect to data availability and
computational overhead, thus creating a bottleneck in the advancement of
low-shot learning capabilities. In this paper, we propose IMAGE, Interpretative
MAsking with Gaussian radiation modEling, aimed at enhancing vocabulary
grounding in low-shot learning scenarios without necessitating an increase in
dataset size. Drawing inspiration from cognitive science and the recent success
of masked autoencoders (MAE), our method leverages adaptive masking on salient
regions of the feature maps generated by the vision backbone. This enables the
model to learn robust, generalized representations through the reconstruction
of occluded information, thereby facilitating effective attention to both local
and global features. We evaluate the efficacy of our approach on benchmark
datasets, including COCO and ODinW, demonstrating its superior performance in
zero-shot and few-shot tasks. Experimental results consistently show that IMAGE
outperforms baseline models, achieving enhanced generalization and improved
performance in low-shot scenarios. These findings highlight the potential of
adaptive feature manipulation through attention mechanisms and Gaussian
modeling as a promising alternative to approaches that rely on the continual
scaling of dataset sizes for the advancement of zero-shot and few-shot
learning. Our code is publicly available at https://github.com/git-lenny/IMAGE.",http://arxiv.org/pdf/2410.03161v1
Autoregressive Moving-average Attention Mechanism for Time Series Forecasting,"Jiecheng Lu, Xu Han, Yan Sun, Shihao Yang",2024-10-04,"We propose an Autoregressive (AR) Moving-average (MA) attention structure
that can adapt to various linear attention mechanisms, enhancing their ability
to capture long-range and local temporal patterns in time series. In this
paper, we first demonstrate that, for the time series forecasting (TSF) task,
the previously overlooked decoder-only autoregressive Transformer model can
achieve results comparable to the best baselines when appropriate tokenization
and training methods are applied. Moreover, inspired by the ARMA model from
statistics and recent advances in linear attention, we introduce the full ARMA
structure into existing autoregressive attention mechanisms. By using an
indirect MA weight generation method, we incorporate the MA term while
maintaining the time complexity and parameter size of the underlying efficient
attention models. We further explore how indirect parameter generation can
produce implicit MA weights that align with the modeling requirements for local
temporal impacts. Experimental results show that incorporating the ARMA
structure consistently improves the performance of various AR attentions on TSF
tasks, achieving state-of-the-art results.",http://arxiv.org/pdf/2410.03159v1
Mathematical Formalism for Memory Compression in Selective State Space Models,Siddhanth Bhat,2024-10-04,"State space models (SSMs) have emerged as a powerful framework for modelling
long-range dependencies in sequence data. Unlike traditional recurrent neural
networks (RNNs) and convolutional neural networks (CNNs), SSMs offer a
structured and stable approach to sequence modelling, leveraging principles
from control theory and dynamical systems. However, a key challenge in sequence
modelling is compressing long-term dependencies into a compact hidden state
representation without losing critical information.
  In this paper, we develop a rigorous mathematical framework for understanding
memory compression in selective state space models. We introduce a selective
gating mechanism that dynamically filters and updates the hidden state based on
input relevance, allowing for efficient memory compression. We formalize the
trade-off between memory efficiency and information retention using
information-theoretic tools, such as mutual information and rate-distortion
theory. Our analysis provides theoretical bounds on the amount of information
that can be compressed without sacrificing model performance.
  We also derive theorems that prove the stability and convergence of the
hidden state in selective SSMs, ensuring reliable long-term memory retention.
Computational complexity analysis reveals that selective SSMs offer significant
improvements in memory efficiency and processing speed compared to traditional
RNN-based models. Through empirical validation on sequence modelling tasks such
as time-series forecasting and natural language processing, we demonstrate that
selective SSMs achieve state-of-the-art performance while using less memory and
computational resources.",http://arxiv.org/pdf/2410.03158v1
MELODI: Exploring Memory Compression for Long Contexts,"Yinpeng Chen, DeLesley Hutchins, Aren Jansen, Andrey Zhmoginov, David Racz, Jesper Andersen",2024-10-04,"We present MELODI, a novel memory architecture designed to efficiently
process long documents using short context windows. The key principle behind
MELODI is to represent short-term and long-term memory as a hierarchical
compression scheme across both network layers and context windows.
Specifically, the short-term memory is achieved through recurrent compression
of context windows across multiple layers, ensuring smooth transitions between
windows. In contrast, the long-term memory performs further compression within
a single middle layer and aggregates information across context windows,
effectively consolidating crucial information from the entire history. Compared
to a strong baseline - the Memorizing Transformer employing dense attention
over a large long-term memory (64K key-value pairs) - our method demonstrates
superior performance on various long-context datasets while remarkably reducing
the memory footprint by a factor of 8.",http://arxiv.org/pdf/2410.03156v1
Remaining Useful Life Prediction: A Study on Multidimensional Industrial Signal Processing and Efficient Transfer Learning Based on Large Language Models,"Yan Chen, Cheng Liu",2024-10-04,"Remaining useful life (RUL) prediction is crucial for maintaining modern
industrial systems, where equipment reliability and operational safety are
paramount. Traditional methods, based on small-scale deep learning or
physical/statistical models, often struggle with complex, multidimensional
sensor data and varying operating conditions, limiting their generalization
capabilities. To address these challenges, this paper introduces an innovative
regression framework utilizing large language models (LLMs) for RUL prediction.
By leveraging the modeling power of LLMs pre-trained on corpus data, the
proposed model can effectively capture complex temporal dependencies and
improve prediction accuracy. Extensive experiments on the Turbofan engine's RUL
prediction task show that the proposed model surpasses state-of-the-art (SOTA)
methods on the challenging FD002 and FD004 subsets and achieves near-SOTA
results on the other subsets. Notably, different from previous research, our
framework uses the same sliding window length and all sensor signals for all
subsets, demonstrating strong consistency and generalization. Moreover,
transfer learning experiments reveal that with minimal target domain data for
fine-tuning, the model outperforms SOTA methods trained on full target domain
data. This research highlights the significant potential of LLMs in industrial
signal processing and RUL prediction, offering a forward-looking solution for
health management in future intelligent industrial systems.",http://arxiv.org/pdf/2410.03134v1
Autoregressive Action Sequence Learning for Robotic Manipulation,"Xinyu Zhang, Yuhan Liu, Haonan Chang, Liam Schramm, Abdeslam Boularias",2024-10-04,"Autoregressive models have demonstrated remarkable success in natural
language processing. In this work, we design a simple yet effective
autoregressive architecture for robotic manipulation tasks. We propose the
Chunking Causal Transformer (CCT), which extends the next-single-token
prediction of causal transformers to support multi-token prediction in a single
pass. Further, we design a novel attention interleaving strategy that allows
CCT to be trained efficiently with teacher-forcing. Based on CCT, we propose
the Autoregressive Policy (ARP) model, which learns to generate action
sequences autoregressively. We find that action sequence learning enables
better leverage of the underlying causal relationships in robotic tasks. We
evaluate ARP across diverse robotic manipulation environments, including
Push-T, ALOHA, and RLBench, and show that it outperforms the state-of-the-art
methods in all tested environments, while being more efficient in computation
and parameter sizes. Video demonstrations, our source code, and the models of
ARP can be found at http://github.com/mlzxy/arp.",http://arxiv.org/pdf/2410.03132v1
AIME: AI System Optimization via Multiple LLM Evaluators,"Bhrij Patel, Souradip Chakraborty, Wesley A. Suttle, Mengdi Wang, Amrit Singh Bedi, Dinesh Manocha",2024-10-04,"Text-based AI system optimization typically involves a feedback loop scheme
where a single LLM generates an evaluation in natural language of the current
output to improve the next iteration's output. However, in this work, we
empirically demonstrate that for a practical and complex task (code generation)
with multiple criteria to evaluate, utilizing only one LLM evaluator tends to
let errors in generated code go undetected, thus leading to incorrect
evaluations and ultimately suboptimal test case performance. Motivated by this
failure case, we assume there exists an optimal evaluation policy that samples
an evaluation between response and ground truth. We then theoretically prove
that a linear combination of multiple evaluators can approximate this optimal
policy. From this insight, we propose AI system optimization via Multiple LLM
Evaluators (AIME). AIME is an evaluation protocol that utilizes multiple LLMs
that each independently generate an evaluation on separate criteria and then
combine them via concatenation. We provide an extensive empirical study showing
AIME outperforming baseline methods in code generation tasks, with up to $62\%$
higher error detection rate and up to $16\%$ higher success rate than a single
LLM evaluation protocol on LeetCodeHard and HumanEval datasets. We also show
that the selection of the number of evaluators and which criteria to utilize is
non-trivial as it can impact pact success rate by up to $12\%$.",http://arxiv.org/pdf/2410.03131v1
ARB-LLM: Alternating Refined Binarizations for Large Language Models,"Zhiteng Li, Xianglong Yan, Tianao Zhang, Haotong Qin, Dong Xie, Jiang Tian, zhongchao shi, Linghe Kong, Yulun Zhang, Xiaokang Yang",2024-10-04,"Large Language Models (LLMs) have greatly pushed forward advancements in
natural language processing, yet their high memory and computational demands
hinder practical deployment. Binarization, as an effective compression
technique, can shrink model weights to just 1 bit, significantly reducing the
high demands on computation and memory. However, current binarization methods
struggle to narrow the distribution gap between binarized and full-precision
weights, while also overlooking the column deviation in LLM weight
distribution. To tackle these issues, we propose ARB-LLM, a novel 1-bit
post-training quantization (PTQ) technique tailored for LLMs. To narrow the
distribution shift between binarized and full-precision weights, we first
design an alternating refined binarization (ARB) algorithm to progressively
update the binarization parameters, which significantly reduces the
quantization error. Moreover, considering the pivot role of calibration data
and the column deviation in LLM weights, we further extend ARB to ARB-X and
ARB-RC. In addition, we refine the weight partition strategy with column-group
bitmap (CGB), which further enhance performance. Equipping ARB-X and ARB-RC
with CGB, we obtain ARB-LLM$_\text{X}$ and ARB-LLM$_\text{RC}$ respectively,
which significantly outperform state-of-the-art (SOTA) binarization methods for
LLMs. As a binary PTQ method, our ARB-LLM$_\text{RC}$ is the first to surpass
FP16 models of the same size. The code and models will be available at
https://github.com/ZHITENGLI/ARB-LLM.",http://arxiv.org/pdf/2410.03129v1
